,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
21089,0,0.43924995,33,0,0.213603819,7541.0,14,0,0,0,0.0
21090,0,0.009781462,37,0,0.341225993,3800.0,4,0,2,0,0.0
21091,0,0.0,31,1,1590.0,0.18,5,0,2,0,0.0
21092,0,0.069438631,49,0,0.299699984,6332.0,2,0,1,0,1.0
21093,0,0.042034052,37,0,0.394945147,7200.0,10,0,2,0,1.0
21094,0,0.012740262,53,1,0.00379962,10000.0,7,0,0,0,5.0
21095,0,0.9999999,47,0,0.383661634,10000.0,5,0,4,0,2.0
21096,0,0.213119935,86,0,1370.0,28.48,12,0,0,0,0.0
21097,0,0.921933391,54,0,0.442975207,5444.0,8,0,0,0,1.0
21098,0,0.835174187,39,0,0.851285099,6730.0,25,0,2,0,1.0
21099,0,0.086550747,55,0,0.142074968,7122.0,4,0,1,0,0.0
21100,0,0.015906557,68,0,0.003499563,8000.0,5,0,0,0,0.0
21101,0,0.104362105,65,0,0.025965801,7894.0,5,0,0,0,0.0
21102,0,0.0,33,1,0.507195879,6600.0,10,0,2,0,6.0
21103,0,0.417593016,49,0,0.387922416,5000.0,6,0,1,0,1.0
21104,0,0.002998522,56,0,0.415922619,5375.0,8,0,2,0,0.0
21105,0,0.039022322,38,0,2955.0,0.04,13,0,2,0,0.0
21106,0,0.348418617,47,0,3335.0,0.0,9,0,2,0,2.0
21107,0,0.0,56,0,1355.0,0.24,5,0,1,0,0.0
21108,0,0.9999999,32,0,0.388189987,3894.0,3,0,1,0,2.0
21109,0,0.9999999,61,0,980.5,1.0,2,0,1,0,0.0
21110,0,0.9999999,47,0,0.148567622,1500.0,2,0,0,0,0.0
21111,1,1.00619876,29,0,0.436854382,3000.0,8,0,0,1,1.0
21112,0,0.9999999,36,2,0.14462564,8400.0,4,0,0,0,2.0
21113,0,0.041399781,67,0,0.194421657,7313.0,9,0,2,0,2.0
21114,0,0.029932728,62,0,0.469823404,5152.0,16,0,1,0,0.0
21115,0,0.003333056,52,0,2097.0,0.05,8,0,1,0,0.0
21116,0,0.485902819,37,0,0.180915922,7052.0,3,0,0,0,0.0
21117,0,0.054869339,40,0,1.608695652,620.0,4,0,1,0,0.0
21118,1,0.180070478,59,1,11231.0,54.54,14,0,8,0,0.0
21119,0,0.9999999,50,0,0.273078952,5686.0,11,0,1,0,5.0
21120,0,0.9999999,38,0,0.001042753,3835.0,0,0,0,0,1.0
21121,0,0.03620572,53,0,0.385069511,5250.0,14,0,2,0,0.0
21122,0,0.0,31,0,181.0,0.33,2,0,0,0,0.0
21123,0,0.267850344,46,0,0.257574319,10528.0,10,0,2,0,3.0
21124,0,0.0,47,0,0.242725141,7250.0,11,0,1,0,2.0
21125,0,0.950033311,31,0,576.0,0.09,3,0,0,0,0.0
21126,0,0.014794082,65,0,3.69e-05,27083.0,1,0,0,0,2.0
21127,1,0.443880162,63,0,0.303399382,5500.0,15,0,1,0,1.0
21128,0,0.284827767,34,0,0.080289569,9116.0,7,0,0,0,0.0
21129,0,0.200331412,50,0,0.466615057,5166.0,18,0,1,0,0.0
21130,1,0.157210988,58,0,0.266844682,11234.0,15,0,1,0,0.0
21131,0,0.622771519,30,3,0.394499549,4435.0,7,0,1,0,1.0
21132,0,0.000315773,45,0,0.280842707,5600.0,15,0,2,0,2.0
21133,0,0.602949333,35,0,0.312312312,5327.0,10,0,0,0,1.0
21134,0,0.02279886,71,0,1143.0,0.03,3,0,1,0,0.0
21135,0,0.109551432,48,1,0.247468076,9083.0,24,1,1,0,4.0
21136,0,0.752462377,50,0,2981.0,0.29,2,0,1,0,2.0
21137,0,0.178306431,45,1,0.422016418,4750.0,11,0,1,0,2.0
21138,0,0.089766299,74,0,3152.0,0.16,7,0,3,0,0.0
21139,0,0.034736165,53,0,0.009571139,5432.0,8,0,0,0,0.0
21140,0,0.026202379,37,0,0.187293426,2722.0,4,0,0,0,0.0
21141,0,0.441961074,49,0,0.569897343,6623.0,7,0,2,0,3.0
21142,0,0.017508178,73,1,0.135589153,4166.0,12,0,1,0,0.0
21143,0,0.096993446,59,0,0.27851952,5916.0,15,0,1,0,0.0
21144,0,0.335551688,66,0,0.263684143,7800.0,8,0,2,0,1.0
21145,0,0.038593252,49,0,0.393605216,14417.0,23,0,1,0,0.0
21146,0,0.683296495,67,0,0.566418029,6300.0,9,0,1,0,0.0
21147,0,0.414632389,41,0,0.380391285,13493.0,22,0,3,0,0.0
21148,0,0.01090843,51,0,0.221111325,5200.0,3,0,1,0,4.0
21149,0,0.648019238,26,1,0.342484557,1456.0,5,0,0,0,0.0
21150,0,0.433342666,42,0,0.628478497,8300.0,6,0,3,1,4.0
21151,0,0.293255723,35,0,697.0,0.02,8,0,0,0,0.0
21152,0,0.023671336,46,0,0.117813995,12332.0,6,0,1,0,0.0
21153,0,0.042512213,79,0,98.0,0.19,6,0,0,0,0.0
21154,0,0.027434842,62,0,0.012533572,3350.0,8,0,0,0,0.0
21155,0,0.065919756,62,0,83.0,0.23,6,0,0,0,0.0
21156,0,0.162764135,38,0,0.274495546,5500.0,6,0,2,0,0.0
21157,0,0.19679016,74,0,0.146829201,7300.0,3,0,1,0,0.0
21158,0,0.337406653,45,0,0.162930793,14275.0,14,0,0,0,1.0
21159,0,0.004573987,70,0,2.0,173.38,4,0,0,0,0.0
21160,1,0.326984883,39,1,1895.0,0.2,10,2,1,0,0.0
21161,0,0.78806151,51,0,0.503086688,11500.0,8,0,1,0,2.0
21162,0,0.149940107,55,0,0.119515539,4375.0,12,0,0,0,0.0
21163,0,0.262964663,59,0,3548.0,0.01,9,0,2,0,0.0
21164,1,1.136863137,33,1,0.107204412,2900.0,2,3,0,1,0.0
21165,0,0.037874053,70,0,45.0,0.11,6,0,0,0,0.0
21166,1,0.059385875,56,2,1.098887659,17170.0,17,0,9,0,2.0
21167,1,0.76147208,46,0,0.494569902,5800.0,7,0,1,0,2.0
21168,0,0.752061985,36,0,0.649087728,4000.0,4,0,0,1,0.0
21169,0,0.024161704,72,0,0.006355604,6450.0,7,0,0,0,1.0
21170,0,0.079283084,68,0,0.020119498,8200.0,7,0,0,0,1.0
21171,0,0.0,39,0,1131.0,0.45,5,0,2,0,0.0
21172,1,0.9999999,32,1,0.532056619,1200.0,3,0,0,0,1.0
21173,0,0.9999999,41,0,0.277817455,7000.0,7,0,2,0,0.0
21174,0,0.082009134,49,0,0.424485745,11083.0,14,0,2,0,0.0
21175,0,0.106087311,62,0,0.310491934,7500.0,11,0,1,0,3.0
21176,0,0.226214686,51,1,0.550426981,9250.0,12,0,3,0,3.0
21177,0,0.057960664,35,0,0.455287317,2940.0,11,0,2,0,0.0
21178,0,0.118088225,54,0,0.272222712,11350.0,11,0,1,0,2.0
21179,0,0.988494201,25,0,0.199434229,4948.0,9,0,0,0,0.0
21180,0,0.039401809,59,0,1625.0,0.13,8,0,1,0,0.0
21181,0,0.0,60,0,181.0,0.29,3,0,0,0,0.0
21182,0,0.004680709,40,0,0.001332889,3000.0,9,0,0,0,0.0
21183,0,0.162213639,38,0,0.030312599,3166.0,3,0,0,0,3.0
21184,0,0.4188547,42,0,0.384020533,30000.0,13,0,4,0,2.0
21185,0,0.887629374,60,0,0.364933975,13100.0,18,0,1,0,0.0
21186,0,0.030944015,44,0,3428.0,0.02,7,0,2,0,1.0
21187,0,0.0,82,0,0.156616052,2304.0,6,0,0,0,0.0
21188,0,0.014586247,74,0,0.007620452,4067.0,6,0,0,0,0.0
21189,0,0.021929522,68,0,9.0,341.7,3,0,0,0,0.0
21190,0,0.012690153,54,0,0.219867335,6180.0,17,0,3,0,0.0
21191,0,0.0,73,1,0.279409115,5550.0,13,0,2,0,1.0
21192,0,0.506715157,38,1,0.104686549,11500.0,7,0,0,0,0.0
21193,0,0.149131149,56,0,0.454716586,4780.0,5,0,2,0,0.0
21194,0,0.042083816,44,0,2373.0,0.06,10,0,1,0,0.0
21195,0,0.9999999,87,0,0.003999,4000.0,1,0,0,0,0.0
21196,1,1.022996167,36,0,0.359238955,3100.0,4,0,1,2,1.0
21197,0,0.450457795,50,0,0.219472566,8000.0,16,0,0,0,1.0
21198,0,0.161989064,35,0,0.39457164,5415.0,5,0,2,0,0.0
21199,0,0.006862259,39,0,2392.0,0.1,5,0,1,0,1.0
21200,0,0.129143365,41,0,0.212848394,8000.0,3,0,1,0,2.0
21201,0,0.182369301,64,0,3519.0,0.29,8,0,3,0,0.0
21202,0,0.462760546,61,0,0.124524598,8150.0,8,0,0,0,0.0
21203,0,0.232562744,26,0,140.0,0.0,3,0,0,0,0.0
21204,0,0.420339042,68,0,3149.0,0.02,16,0,2,0,0.0
21205,0,0.991500708,54,1,0.146930969,5750.0,4,0,0,0,0.0
21206,0,0.971669618,28,2,0.26821765,5200.0,7,0,0,0,1.0
21207,0,0.0,91,0,0.0,4393.288333333334,5,0,0,0,0.0
21208,0,0.379208177,35,0,0.332945827,4300.0,7,0,1,0,1.0
21209,0,0.16661467,64,0,0.427070135,13416.0,13,0,3,0,0.0
21210,0,0.957217113,25,0,0.779026217,800.0,5,0,0,0,1.0
21211,0,0.166567441,54,0,0.059629136,8250.0,12,0,0,0,1.0
21212,0,0.0,70,0,1418.0,0.06,11,0,1,0,0.0
21213,0,0.794322442,57,0,0.361129067,4640.0,5,0,2,0,0.0
21214,0,0.025902054,55,0,0.618809632,2200.0,8,0,2,0,0.0
21215,1,3.278989029,59,0,0.347268488,12007.0,15,1,2,0,0.0
21216,0,0.001290782,57,0,0.162730039,6900.0,14,0,1,0,0.0
21217,0,0.160165494,45,0,0.325958242,3208.0,7,0,1,0,2.0
21218,0,0.990397459,56,0,0.914608327,2833.0,6,1,2,0,0.0
21219,0,0.559044096,37,0,0.161887958,6800.0,4,0,1,0,3.0
21220,0,0.00938569,59,0,8.0,2119.08,8,0,0,0,0.0
21221,0,0.30139452,65,0,3588.0,0.01,7,0,1,0,0.0
21222,0,0.108289818,45,0,0.362772871,6000.0,12,0,1,0,0.0
21223,0,0.639846326,58,0,993.0,0.33,4,0,0,0,1.0
21224,0,0.452774127,63,0,1.912965455,2228.0,7,0,3,0,1.0
21225,0,0.248267858,52,0,0.832756632,2600.0,6,0,1,0,2.0
21226,0,0.019142076,39,0,0.736201651,2300.0,10,0,1,0,2.0
21227,0,0.0,42,0,0.141364039,16934.0,3,0,1,0,2.0
21228,0,0.300399772,24,0,0.118328506,2416.0,5,0,0,0,1.0
21229,0,0.552042508,43,1,0.327828334,8900.0,19,0,2,0,1.0
21230,0,0.00222814,50,0,2594.0,0.02,2,0,1,0,0.0
21231,0,0.063991094,39,0,0.207583393,12500.0,10,0,2,0,1.0
21232,0,0.0306146,85,1,0.136145542,5001.0,5,0,1,0,1.0
21233,0,0.007239206,68,0,0.399250104,7200.0,7,0,1,0,0.0
21234,0,0.805431534,51,0,0.399456857,8100.0,11,0,2,0,1.0
21235,0,0.018209596,41,0,0.125175294,16400.0,8,0,2,0,4.0
21236,0,0.177862714,61,0,0.566058906,3564.0,5,0,2,0,0.0
21237,0,0.033307885,63,0,76.0,0.17,9,0,0,0,0.0
21238,0,0.0,30,1,291.0,1.0,3,0,0,0,0.0
21239,0,0.002666074,67,0,0.130533588,11000.0,4,0,2,0,2.0
21240,0,0.9999999,70,0,88.0,0.42,1,0,0,0,0.0
21241,0,0.140156769,42,0,0.37634982,7500.0,7,0,2,0,3.0
21242,0,0.28547365,65,1,3105.0,0.05,16,1,1,0,0.0
21243,0,0.072813963,69,0,0.069078349,5500.0,6,0,0,0,0.0
21244,0,0.081663347,34,0,0.264626636,5195.0,5,0,1,0,2.0
21245,0,0.467771443,52,0,0.337817839,7432.0,9,0,1,0,0.0
21246,0,0.010149746,41,0,462.0,0.86,5,0,1,0,0.0
21247,0,0.191361728,29,0,0.454012263,3750.0,8,0,1,0,0.0
21248,0,0.056217847,73,0,0.253763441,8834.0,14,0,2,0,0.0
21249,0,0.046063773,66,1,0.40761392,5200.0,6,0,1,0,1.0
21250,0,0.247153178,38,1,0.845089436,2962.0,9,0,1,0,2.0
21251,0,0.112795898,73,0,0.307230923,3000.0,5,0,1,0,1.0
21252,0,0.034465518,72,0,31.0,0.03,1,0,0,0,0.0
21253,0,0.057441063,33,0,0.428892777,4000.0,6,0,1,0,4.0
21254,0,0.343013568,30,0,0.118300472,3600.0,4,0,0,0,0.0
21255,0,0.671452497,51,1,0.781255558,5622.0,14,0,2,0,2.0
21256,0,0.021245307,47,0,0.361856109,2348.0,11,0,1,0,0.0
21257,0,0.0,27,0,0.021175225,5666.0,6,0,0,0,0.0
21258,0,0.352623973,57,0,0.428401899,7583.0,9,0,3,0,0.0
21259,0,0.178525671,57,0,692.0,0.03,4,0,0,0,0.0
21260,0,0.958380202,65,4,0.44654498,1533.0,3,0,0,0,0.0
21261,0,0.039568602,61,0,0.242454231,8083.0,6,0,2,0,0.0
21262,0,0.009829369,81,0,0.00270027,2221.0,3,0,0,0,0.0
21263,0,0.122281953,43,0,0.617289648,6500.0,13,0,1,0,3.0
21264,0,0.016919662,65,0,0.00922722,2600.0,14,0,0,0,0.0
21265,0,0.764572722,51,2,1439.0,0.62,11,0,1,0,1.0
21266,0,0.030746157,43,0,0.419058094,10000.0,14,0,2,0,2.0
21267,1,0.846307385,34,6,0.629820051,3500.0,8,2,2,3,4.0
21268,1,0.369663034,36,2,0.312938426,5131.0,12,0,0,1,3.0
21269,0,0.075639885,49,0,0.723087654,4300.0,11,0,1,0,0.0
21270,0,0.264436417,63,0,0.541899441,3400.0,11,0,1,0,2.0
21271,0,0.029712336,76,0,0.011507263,5300.0,11,0,0,0,1.0
21272,0,0.070426559,54,0,0.339922745,4400.0,8,0,2,0,1.0
21273,0,0.0,30,1,0.37394247,6500.0,10,0,1,0,2.0
21274,0,0.720127215,23,0,0.049421661,950.0,3,0,0,0,0.0
21275,0,0.042460885,62,0,0.004917246,16675.0,2,0,0,0,0.0
21276,0,0.083582819,55,0,0.283862916,10416.0,9,0,2,0,2.0
21277,0,0.030102929,74,0,60.0,114.37,12,0,0,0,0.0
21278,0,0.803882027,55,0,0.328879193,7333.0,4,0,1,0,2.0
21279,0,0.233085544,75,0,184.0,0.4,7,0,0,0,0.0
21280,0,0.033487043,73,0,0.106736658,8000.0,9,0,1,0,0.0
21281,0,0.01111067,30,0,0.190646198,2800.0,4,0,0,0,0.0
21282,0,0.652423172,41,0,0.36890595,5209.0,4,0,1,0,2.0
21283,0,0.012641954,75,0,0.0009998,5000.0,1,0,0,0,0.0
21284,0,0.197086902,56,6,0.223226117,8300.0,15,0,1,0,2.0
21285,0,0.9999999,28,0,0.1387211,4800.0,2,0,0,0,1.0
21286,0,0.110686429,69,0,0.583177103,8000.0,21,0,5,0,0.0
21287,0,0.9999999,50,0,587.0,0.06,1,0,0,0,0.0
21288,0,0.9999999,46,1,3297.0,0.38,6,0,1,2,0.0
21289,0,0.003577191,60,0,0.48955495,1100.0,11,0,1,0,0.0
21290,0,0.0,58,0,0.016126235,5766.0,7,0,0,0,0.0
21291,0,0.346836431,79,0,0.755811047,4000.0,10,0,3,0,0.0
21292,0,0.084417095,57,0,0.231938851,12166.0,13,0,2,0,2.0
21293,1,0.303299633,42,0,0.426992897,3800.0,8,1,1,0,1.0
21294,0,0.0,64,0,0.103599314,5250.0,9,0,1,0,0.0
21295,0,0.135859095,29,1,0.171181556,3469.0,6,0,0,0,0.0
21296,0,0.0,27,0,0.052589482,5000.0,5,0,0,0,0.0
21297,0,0.0,45,0,0.391752577,3200.0,4,0,1,0,2.0
21298,0,0.147289896,74,1,0.351108149,6000.0,19,0,0,0,0.0
21299,0,0.0,42,1,0.442820658,7047.0,12,0,3,0,2.0
21300,1,0.841901067,32,2,474.0,72.39,3,3,0,2,3.0
21301,0,0.113568631,47,0,0.131877579,5815.0,8,0,1,0,1.0
21302,0,0.047158053,47,0,0.234525183,2600.0,11,0,1,0,0.0
21303,1,1.248439451,45,2,3374.0,4.13,3,2,1,2,0.0
21304,0,0.090336571,84,0,0.024665402,19500.0,17,0,0,0,0.0
21305,0,0.045564919,54,0,0.114469972,2480.0,8,0,0,0,1.0
21306,0,0.034868996,81,0,0.017391304,4484.0,6,0,0,0,0.0
21307,0,0.476860422,55,0,1244.0,0.24,3,0,1,0,0.0
21308,0,0.080324954,52,0,1600.0,0.2,8,0,1,0,0.0
21309,0,0.017333837,66,0,0.010278114,6615.0,8,0,1,0,0.0
21310,0,0.696209436,50,0,0.530931192,4606.0,11,0,1,0,0.0
21311,0,0.074581728,28,0,0.415116977,3333.0,13,0,1,0,0.0
21312,0,0.946108664,34,1,0.730131004,2289.0,9,0,1,0,2.0
21313,0,0.065477381,53,0,0.179053706,9700.0,6,0,1,0,1.0
21314,1,0.9999999,56,2,0.131934277,6146.0,6,1,0,1,0.0
21315,0,0.9999999,48,0,3474.0,0.02,6,0,2,0,0.0
21316,0,0.001045717,81,0,0.0,5154.0,9,0,0,0,0.0
21317,0,0.008230558,56,0,0.154223768,14666.0,14,0,1,0,3.0
21318,0,0.224693867,33,0,0.14416826,5229.0,5,0,0,0,0.0
21319,0,0.254221308,48,0,0.642098046,5833.0,11,0,3,0,2.0
21320,0,0.801767543,67,0,2715.0,0.04,11,0,2,0,0.0
21321,0,0.046105224,48,0,0.243079949,7116.0,12,0,2,0,0.0
21322,0,0.0,42,0,1.185019958,4258.0,5,0,2,0,0.0
21323,0,0.0,48,0,0.682436811,10800.0,10,0,3,0,3.0
21324,0,0.448851748,41,0,0.253955696,6319.0,9,0,0,0,2.0
21325,0,0.9999999,31,0,0.186563021,1800.0,4,0,0,0,0.0
21326,0,0.0,61,0,4518.0,0.13,9,0,3,0,0.0
21327,0,0.023067861,56,0,0.444353183,12174.0,16,0,1,0,0.0
21328,0,0.262736863,53,0,0.612797516,5797.0,6,0,1,0,0.0
21329,0,0.81141916,45,0,0.418089525,6500.0,10,0,1,0,1.0
21330,0,0.031440572,77,0,0.336426172,6250.0,9,0,1,0,0.0
21331,0,0.016084014,46,0,1200.0,0.1,5,0,1,0,0.0
21332,0,0.074733426,35,0,0.300314811,13658.0,12,0,4,0,2.0
21333,0,0.110241693,52,0,0.018001417,7054.0,5,0,0,0,1.0
21334,0,0.526862947,73,0,0.099450275,2000.0,2,0,0,0,0.0
21335,0,0.053075411,47,0,0.381402066,9000.0,5,0,1,0,4.0
21336,0,0.973305955,57,4,0.082104177,9694.0,10,0,0,0,0.0
21337,1,3818.0,39,2,1.154265467,3668.0,12,1,2,0,0.0
21338,0,0.09571992,70,0,3826.0,0.0,13,0,2,0,0.0
21339,0,0.028170023,53,0,0.282201993,13950.0,17,0,1,0,3.0
21340,0,0.020117748,47,0,0.303132938,1180.0,9,0,0,0,2.0
21341,0,0.040663278,68,0,725.0,0.01,6,0,0,0,0.0
21342,0,0.9999999,45,0,0.004980631,9034.0,1,0,0,0,0.0
21343,0,0.248913191,39,0,0.126934007,9500.0,18,0,0,0,2.0
21344,0,0.522501741,56,0,0.390601566,6000.0,13,0,1,0,2.0
21345,1,0.883058711,52,0,0.325521393,4650.0,7,0,1,0,0.0
21346,0,0.0,58,0,0.198374634,7505.0,6,0,1,0,0.0
21347,0,0.086091875,52,0,0.28951642,11083.0,13,0,2,0,1.0
21348,0,0.627720815,61,0,0.605693069,4039.0,8,0,1,0,0.0
21349,1,0.373447898,50,4,0.428424921,11700.0,20,0,2,0,1.0
21350,0,0.169291535,41,0,0.056816539,6916.0,5,1,0,0,1.0
21351,1,0.9999999,33,0,0.651449517,3000.0,2,2,1,0,3.0
21352,0,0.020048528,56,0,0.282519771,7333.0,7,0,1,0,1.0
21353,0,0.062191891,60,0,0.026493377,4000.0,5,0,0,0,2.0
21354,0,0.315485294,74,0,1.701549742,6000.0,21,0,1,0,0.0
21355,0,0.053768744,40,0,0.343522354,7000.0,17,0,2,0,0.0
21356,0,0.024066437,40,0,0.233595801,8000.0,9,0,2,0,1.0
21357,0,0.049801976,82,0,0.142107237,8000.0,10,0,1,0,1.0
21358,0,0.129838863,71,0,0.343620952,4600.0,12,0,0,0,2.0
21359,1,0.006753403,52,0,0.259657143,8749.0,15,0,1,0,0.0
21360,0,0.704484594,53,0,0.657734107,6716.0,10,0,2,0,0.0
21361,1,0.9999999,57,0,0.36315921,4000.0,3,1,1,1,3.0
21362,0,0.063467003,79,0,18.0,4.89,3,0,0,0,0.0
21363,0,0.621892465,52,0,0.40134247,7150.0,12,0,2,0,1.0
21364,0,0.01356542,50,0,796.0,0.67,8,0,1,0,0.0
21365,0,0.022497953,72,0,0.191548278,8305.0,9,0,1,0,1.0
21366,0,0.092278389,58,0,0.192686759,7000.0,10,0,1,0,0.0
21367,0,0.064558677,65,0,0.033620797,8000.0,10,0,0,0,0.0
21368,0,0.425023957,46,0,0.116764804,9000.0,7,0,0,0,4.0
21369,0,0.131239212,42,0,0.074935717,24500.0,8,0,1,0,1.0
21370,0,0.003088144,51,0,0.490007994,1250.0,12,0,1,0,0.0
21371,0,0.129791504,67,0,2481.0,0.0,9,0,1,0,0.0
21372,0,0.331161611,45,1,0.351471405,1800.0,8,0,0,0,0.0
21373,0,0.121357775,52,0,0.289078991,9000.0,8,0,1,0,2.0
21374,1,0.873510188,50,0,0.196677051,4814.0,6,0,0,0,6.0
21375,0,0.167869959,80,0,10.68761996,2083.0,17,0,2,0,0.0
21376,1,0.61471897,61,0,5617.0,0.12,27,0,1,0,0.0
21377,0,0.104158256,50,0,1696.0,0.79,11,0,1,0,2.0
21378,0,0.9999999,39,0,0.0,7200.0,0,0,0,0,2.0
21379,0,0.186442672,32,0,0.442312248,8441.0,8,0,2,0,0.0
21380,0,0.915620225,31,3,2763.0,0.19,9,0,1,1,0.0
21381,0,0.097084415,24,0,0.03898051,2000.0,5,0,0,0,0.0
21382,0,0.670281912,38,0,0.4626837,10410.0,4,0,2,0,2.0
21383,0,0.9999999,22,0,76.0,0.2,0,0,0,0,0.0
21384,0,0.347023934,59,0,0.127826488,4333.0,7,0,0,0,0.0
21385,0,0.736454756,51,1,0.289342132,5000.0,3,0,0,0,0.0
21386,0,0.006666405,82,0,0.001332978,3750.0,5,0,0,0,0.0
21387,0,0.010749731,62,0,0.310169492,12389.0,18,0,3,0,1.0
21388,0,0.003578822,78,0,0.378124527,6600.0,12,0,1,0,0.0
21389,0,0.057310801,60,0,2767.0,0.0,15,0,1,0,0.0
21390,0,0.440595234,42,0,0.25555168,8600.0,7,0,1,0,2.0
21391,0,0.0,58,0,0.499242807,3961.0,12,0,1,0,0.0
21392,0,0.0,42,3,0.367098625,10108.0,6,2,2,0,2.0
21393,0,0.03904081,44,0,0.549645035,10000.0,11,0,3,0,4.0
21394,0,0.009371985,63,1,1687.0,0.35,9,0,2,0,0.0
21395,0,0.281343731,23,0,0.037539432,3169.0,3,0,0,0,0.0
21396,0,0.216646034,54,0,0.261828645,9383.0,8,0,4,0,2.0
21397,0,0.632982269,32,0,0.125174965,5000.0,4,0,0,0,0.0
21398,0,0.026132898,69,0,0.103550296,9125.0,4,0,1,0,2.0
21399,0,0.205234782,44,1,0.589442815,3750.0,8,0,1,0,2.0
21400,0,0.069755588,36,0,0.065386923,5000.0,4,0,0,0,3.0
21401,0,0.405567971,66,0,1.114407845,3976.0,22,0,2,0,1.0
21402,0,0.028775625,44,0,0.137224283,5122.0,4,0,0,0,0.0
21403,1,0.236067721,72,0,0.383360766,13365.0,10,0,3,0,0.0
21404,0,0.032016854,71,0,0.083101878,9000.0,3,0,0,0,0.0
21405,0,0.220672459,81,0,0.103418722,10500.0,19,0,1,0,0.0
21406,0,0.015416617,35,0,0.141309782,6000.0,14,0,0,0,0.0
21407,0,0.100519984,56,0,123.0,0.66,6,0,0,0,0.0
21408,0,0.084138627,67,1,1295.0,0.25,10,1,2,0,3.0
21409,0,0.034108289,71,1,0.097258804,10250.0,13,0,2,0,0.0
21410,0,0.052481668,49,0,0.136842105,569.0,4,0,0,0,1.0
21411,0,0.098575754,59,0,0.23650736,11005.0,10,2,1,0,0.0
21412,0,0.064440864,31,0,0.069269222,4200.0,5,0,0,0,2.0
21413,0,0.071856287,26,0,0.000230044,4346.0,1,0,0,0,0.0
21414,0,0.449883786,72,0,0.275778613,15700.0,11,0,1,0,0.0
21415,0,0.568320818,57,0,0.79273348,4100.0,7,0,3,0,0.0
21416,0,0.0,45,0,0.0,9274.0,3,0,0,0,4.0
21417,0,0.003214171,62,0,0.221734641,3873.0,6,0,1,0,0.0
21418,0,0.006434815,50,0,0.200369202,13000.0,18,0,1,0,2.0
21419,0,0.015866138,72,0,1407.0,0.06,7,0,1,0,0.0
21420,0,0.700973204,63,0,0.321313816,2800.0,7,0,0,0,1.0
21421,0,0.9999999,48,1,85.0,0.39,1,0,0,0,1.0
21422,1,0.605191257,45,1,0.269276394,5900.0,10,0,0,0,0.0
21423,0,0.022345883,33,0,0.53531941,3255.0,7,0,1,0,1.0
21424,0,0.478436179,61,0,0.119310531,3712.0,4,0,0,0,0.0
21425,0,0.135222114,30,1,0.165346772,4166.0,8,0,0,0,0.0
21426,0,0.179919713,61,0,1897.0,10.66,30,0,2,0,0.0
21427,0,0.0,65,0,1239.0,0.18,2,0,1,0,0.0
21428,0,0.015015901,33,0,0.531437458,4500.0,9,0,2,0,1.0
21429,0,0.091747133,64,0,2196.0,0.0,10,0,1,0,0.0
21430,0,0.08065691,28,0,0.314384281,6666.0,7,0,1,0,0.0
21431,0,0.449677516,57,0,0.266144488,12000.0,8,0,1,0,2.0
21432,0,0.013039478,26,0,0.005621487,1600.0,2,0,0,0,0.0
21433,0,0.0,68,0,0.0,10500.0,8,0,0,0,0.0
21434,0,0.227311685,65,0,2287.0,0.0,5,0,1,0,0.0
21435,0,0.00462736,82,0,11.0,1084.51,6,0,0,0,0.0
21436,0,0.156160649,54,0,0.320964126,8919.0,11,0,2,0,0.0
21437,0,0.294317193,46,0,0.131799163,8125.0,13,0,0,0,2.0
21438,0,0.002693145,86,0,0.000199442,10027.0,5,0,0,0,0.0
21439,0,0.126372615,42,1,0.406792744,2590.0,6,0,1,0,1.0
21440,0,0.07265324,45,0,0.568580351,4162.0,19,0,1,0,1.0
21441,0,0.020516684,49,0,0.349812526,7200.0,7,0,1,0,0.0
21442,0,0.090979967,39,0,0.506749518,14000.0,8,0,5,0,1.0
21443,0,0.344685661,44,0,0.169693954,4018.0,5,0,0,0,2.0
21444,0,0.032187856,61,0,0.268910363,3000.0,6,0,1,0,0.0
21445,0,0.0,38,1,2151.0,0.13,11,0,1,0,0.0
21446,0,0.9999999,22,0,0.066466767,2000.0,1,0,0,0,0.0
21447,0,0.063853857,67,0,0.029172029,4661.0,12,0,0,0,0.0
21448,0,0.026612161,78,0,0.154512635,5539.0,10,0,0,0,1.0
21449,0,0.162875999,65,0,0.618487071,5181.0,10,0,1,0,0.0
21450,0,0.0,57,0,0.181340342,6848.0,10,0,1,0,1.0
21451,1,0.230115412,35,0,0.375216638,5769.0,10,0,2,0,0.0
21452,0,0.020126299,76,0,45.0,0.06,7,0,0,0,0.0
21453,0,0.046047698,85,0,90.0,12.36,2,0,0,0,0.0
21454,0,0.9999999,25,0,0.440175631,910.0,1,1,0,0,0.0
21455,0,0.161434754,64,0,0.673362445,1144.0,10,0,0,0,0.0
21456,0,0.0,31,0,0.0,6167.0,2,0,0,0,0.0
21457,0,0.40005735,61,0,0.603421462,4500.0,12,0,2,0,0.0
21458,0,0.461579103,52,0,5792.0,0.03,14,0,3,0,0.0
21459,0,0.97160284,40,0,0.059375638,4900.0,2,0,0,0,2.0
